,isindb-Title,isindb-ISIN,isindb-Country,isindb-Description,isindb-Type
0,"ENZON PHARMACEUT. DL-,01",US2939041081,United States,"Equity, ISIN US2939041081, WKN 873997, EZ1",Equity
0,"EOG RESOURCES DL-,01",US26875P1012,United States,"Equity, ISIN US26875P1012, WKN 877961, EO5",Equity
0,ECO ATLANTIC OIL AND GAS INC,CA27887W1005,CANADA,SHS ECO ATLANTIC OIL ORD REG,EQUITY
0,FAURECIA S.A. INH. EO 7,FR0000121147,France,"Equity, ISIN FR0000121147, WKN 867025, FAU",Equity
0,EOS IMAGING,FR0011191766,FRANCE,SHS EOS IMAGING ORD BR,EQUITY
0,,US29414B1044,,COM,
0,,JP3167250004,JAPAN,SHS EPCO CORPORATION,EQUITY
0,,TW0002311008,"Taiwan, Province Of China",Defined Emerging Markets Dividend Index,
0,EPICENTRE HOLDINGS LTD.,SG1W52939285,Singapore,"Equity, ISIN SG1W52939285, WKN A0NBE2, 6A5",Equity
0,EAGLE PLAINS RES LTD.,CA2699062022,Canada,"Equity, ISIN CA2699062022, WKN 588696, 33E",Equity
0,,US26883D1081,,COM,
0,"EPLUS INC. DL-,01",US2942681071,United States,"Equity, ISIN US2942681071, WKN 923612, MLE",Equity
0,,IL0011284465,IL,ILS0.01,
0,,US26884U1097,United States,Defined Multi Cap Value Index,
0,,GB00BNGY4Y86,GB,ORD GBP0.0005,
0,EQ LABS INC (FORMERLY KNOWN AS RIVER CREEK HOLDIN,US2688261047,UNITED STATES OF AMERICA,SHS EQ LABS INC ORD REG,EQUITY
0,EQT CORP.,US26884L1098,United States,"Equity, ISIN US26884L1098, WKN A0RFZL, EQ6",Equity
0,,IE00BH3XCL94,IE,ORD EUR0.1,
0,EQUATORIAL RESOURCES LTD (FORMERLY KNOWN AS EQUATO,AU000000EQX3,AUSTRALIA,SHS EQUATORIAL RES.LTD ORD REG,EQUITY
0,"EQUIFAX INC. DL 2,50",US2944291051,United States,"Equity, ISIN US2944291051, WKN 854618, EFX",Equity
0,,US29445M1036,US,COM,
0,,US29472R1086,United States,Real Estate Investment Trusts (Reits),
0,ELSA AG,DE0005073605,FEDERAL REPUBLIC OF GERMANY,SHS ELSA AG,EQUITY
0,,US2947521009,United States,Real Estate Investment Trusts (Reits),
0,,US29476L1070,United States,Real Estate Investment Trusts (Reits),
0,,US2947661003,,COM,
0,EquityStory AG,DE0005494165,Germany,"Equity, ISIN DE0005494165, WKN 549416, E1S",Equity
0,"ERAMET SA INH. EO 3,05",FR0000131757,France,"Equity, ISIN FR0000131757, WKN 892800, ER7",Equity
0,ENERGY RES. A,AU000000ERA9,Australia,"Equity, ISIN AU000000ERA9, WKN 865906, EJ7",Equity
0,,US29490B1017,,COM,
0,,PLERBUD00012,,,
0,CARTIER RES INC.,CA1467721082,Canada,"Equity, ISIN CA1467721082, WKN A0M056, 6CA",Equity
0,"ERCROS SA INH. EO 0,30",ES0125140A14,Spain,"Equity, ISIN ES0125140A14, WKN A0YBXV, CRS1",Equity
0,ENTIA BIOSCIENCES INC,US29384E1047,UNITED STATES OF AMERICA,SHS ENTIA BIOSCIENCES ORD REG,EQUITY
0,,GB00BN7ZCY67,GB,ORD GBP0.01,
0,"ERG S.P.A. EO 0,10",IT0001157020,Italy,"Equity, ISIN IT0001157020, WKN 909581, ER9",Equity
0,,PLERGZB00014,,,
0,Ericsson B,SE0000108656,Sweden,"Equity, ISIN SE0000108656, WKN 850001, ERCB",Equity
0,,US29530P1021,,CL A,
0,"EATON VANCE DL -,00390625",US2782651036,United States,"Equity, ISIN US2782651036, WKN 909304, EVCN",Equity
0,ERNEST BOREL HOLDINGS LIMITED,KYG311691086,Cayman Islands,,ORD SH
0,Erste Bank Austria,AT0000652011,Austria,"Equity, ISIN AT0000652011, WKN 909943, EBO",Equity
0,"EMERGENT BIOSOLNS DL-,001",US29089Q1058,United States,"Equity, ISIN US29089Q1058, WKN A0LC2W, ER4",Equity
0,ERYTECH PHARMA,FR0011471135,FRANCE,SHS ERYTECH PHARMA ORD BR,EQUITY
0,ESCALADE INC.,US2960561049,United States,"Equity, ISIN US2960561049, WKN 923795, ED9",Equity
0,ESCALON MEDICAL,US2960743050,United States,"Equity, ISIN US2960743050, WKN 884822, ES4",Equity
0,ESCO TECH.,US2963151046,United States,"Equity, ISIN US2963151046, WKN 880907, ET7",Equity
0,,FR0011550185,FRANCE,SHS S+P 500 THEAM EASY UCITS SICAV (FCP)-C,EQUITY
0,ESKAY MINING CORP.,CA2964371066,Canada,"Equity, ISIN CA2964371066, WKN A0YDPM, KN7",Equity
0,,AU000000ESK6,GB,CHESS DEPOSITARY INTERESTS 1:1,
0,ESKER S.A. INH. EO 2,FR0000035818,France,"Equity, ISIN FR0000035818, WKN 907928, EKE",Equity
0,"ESPERION THERAPEUTICS, INC",US29664W1053,UNITED STATES OF AMERICA,SHS ESPERION THERAPEUT ORD REG,EQUITY
0,,US2966501049,,COM,
0,CRYO SAVE GROUP SV,NL0009272137,NETHERLANDS,SHS CRYO SAVE GROUP SV ORD BR,EQUITY
0,,GB00BLWDVR75,GB,GBP0.01,
0,,US29667D1046,,COM,
0,ESSENTRA PLC (FORMERLY KNOWN AS FILTRONA PLC),GB00B0744359,UNITED KINGDOM,SHS ESSENTRA PLC ORD REG,EQUITY
0,"ESSEX BIO-TECHNOL. HD 0,1",KYG312371035,Cayman Islands,"Equity, ISIN KYG312371035, WKN 693609, EB5",Equity
0,,US2971781057,United States,Real Estate Investment Trusts (Reits),
0,"ESSILOR INTL INH. EO -,18",FR0000121667,France,"Equity, ISIN FR0000121667, WKN 863195, ESL",Equity
0,"ESTERLINE TECHS DL -,20",US2974251009,United States,"Equity, ISIN US2974251009, WKN 856509, ETZ",Equity
0,,JP3130500006,JAPAN,SHS ESTORE CORPORATION,EQUITY
0,"ETERNAL TECH.GRP DL-,01",US2979031067,United States,"Equity, ISIN US2979031067, WKN 813799, ETO",Equity
0,E-THERAPEUTICS PLC,GB00B2823H99,Great Britain - GB,ORD GBP0.001,
0,,FR0010230516,,EasyETF Euro STOXX,
0,EUGLENA CO LTD,JP3944370000,JAPAN,SHS EUGLENA CO LTD ORD REG,EQUITY
0,EUMUNDI BREWING,AU000000EBG0,,,
0,EURASIA GROUPE,FR0010844001,FRANCE,SHS EURASIA GROUPE ORD BR,EQUITY
0,EUREKA GROUP HOLDINGS LIMITED,AU000000EGH7,AUSTRALIA,SHS EUREKA GROUP HLDG ORD REG,EQUITY
0,,INE649H01011,,,
0,,INE063J01011,,,
0,,FR0010900076,France,Structured Products,
0,,VGG320301275,,SHS NEW,
0,EUROCASTLE INVESTMENT LIMITED,GB00B94QM994,"JERSEY, C.I.",SHS EUROCASTLE INV LTD ORD REG,EQUITY
0,ENERPLUS RESOURCES FUND,CA2927661025,CANADA,SHS ENERPLUS RESOURCES ORD REG CA2927661025,EQUITY
0,EUROGAS INTERNATIONAL INC,BBP377961025,BARBADOS,SHS EUROGAS INTERNATIONAL INC ORD REG,EQUITY
0,"ESSILOR INTL INH. EO -,18",FR0000121667,France,"Equity, ISIN FR0000121667, WKN 863195, ESL",Equity
0,EUROMAX RESOURCES LIMITED,CA29873T3073,CANADA,SHS EUROMAX RESOURCES ORD REG,EQUITY
0,ISHARES MSCI TAIWAN CAPPED ETF,US46434G7723,USA,,
0,,US2987361092,,COM,
0,ECKERT & ZIEGLER AG,DE0005659700,Germany,"Equity, ISIN DE0005659700, WKN 565970, EUZ",Equity
0,,US2987681028,,COM,
0,,LU0950381748,LUXEMBOURG,SHS EASYETF FTSE EPRA EUROZONE-C,EQUITY
0,EUROTECH S.P.A.,IT0003895668,Italy,"Equity, ISIN IT0003895668, WKN A0HL7K, E5T",Equity
0,EUROZ,AU000000EZL9,,,
0,,US29760G1031,,SPONSORED GDR REG S,
0,,FR0010221234,,,
0,,US29911Q2084,,COM NEW,
0,EVCARCO INC.,US2997073075,UNITED STATES OF AMERICA,SHS EVCARCO INC. ORD REG,EQUITY
0,N.A.,CNE0000006F8,China,"SHANGHAI JIABAO INDUSTRY & COMMERCE(GROUP)CO.,LTD.",
0,EVEREST KANTO CYLINDER LTD,INE184H01027,INDIA,SHS EVEREST KANTO CYL. ORD REG,EQUITY
0,,FR0000121634,FR,ORDINARY SHARE EUR 1-5(FRF 10/40FRF,
0,,BMG3223R1088,,SHS,EVEREST RE
0,,US25459W8477,,SMALL CAP BULL 3X SHS3X SHS,
0,"ESSO INH. EO 7,65",FR0000120669,France,"Equity, ISIN FR0000120669, WKN 851011, EH8",Equity
0,"EMAGIN CORP. NEW DL -,01",US29076N2062,United States,"Equity, ISIN US29076N2062, WKN A0LC4K, EMGA",Equity
0,,GB00BFH55S51,GB,ORD GBP0.10,
0,,US27828V1044,,COM,
0,CHINA EVERBRIGHT LTD HD1,HK0165000859,Hong Kong,"Equity, ISIN HK0165000859, WKN 885573, EVI",Equity
0,EVOC INTELLIGENT TECHNOLOGY CO LTD,CNE1000001P6,PRC,,ORD SH
0,EVOLUCIA INC,US30049B1052,UNITED STATES OF AMERICA,SHS EVOLUCIA INC ORD REG,EQUITY
0,,US30050E1055,Germany,ADR,
0,,AT0000741053,,EVN AGAKTIEN OHNE NENNWERT,
0,,US27826U1088,,SH BEN INT,
0,,US30049A1079,,COM,
0,ECLIPSE METALS LIMITED (PREVIOUSLY ECLIPSE URANIUM,AU000000EPM8,AUSTRALIA,SHS ECLIPSE METALS LTD ORD REG,EQUITY
0,EVOLUTION SOLAR CORPORATION,US30050F2011,UNITED STATES OF AMERICA,SHS EVOLUTION SOLAR CO ORD REG,EQUITY
0,EVOLVA HOLDING SA (FORMERLY KNOWN AS ARPIDA LT,CH0021218067,SWITZERLAND,SHS EVOLVA HOLDING SA ORD BR,EQUITY
0,,US2997662042,,COM NEW,
0,EVONIK INDUSTRIES AG,DE000EVNK013,FEDERAL REPUBLIC OF GERMANY,SHS EVONIK INDS.AG ORD REG,EQUITY
0,RUSSIAN SEA GROUP CLS,RU000A0JQTS3,RUSSIA,SHS RUSSIAN SEA GROUP ORD REG,EQUITY
0,EVERCORE PARTNERS INCOPORATED,US29977A1051,UNITED STATES OF AMERICA,SHS EVERCORE PARTNERS INC,EQUITY
0,EVRAZ PLC,GB00B71N6K86,UNITED KINGDOM,SHS EVRAZ PLC ORD REG,EQUITY
0,ENVIROMISSION,AU000000EVM6,,,
0,,US8110544025,,CL A NEW,
0,,SE0002402701,Sweden,SHS EWORK SCANDINAVIA AB ORD REG,
0,,US30064E1091,,COM,
0,ENERGY TRNSFR EQUITY L.P.,US29273V1008,United States,"Equity, ISIN US29273V1008, WKN A0JJTN, 48E",Equity
0,EXALL ENERGY CORP.,CA30065X1069,Canada,"Equity, ISIN CA30065X1069, WKN A0LGAL, EX8",Equity
0,EXCHANGE INCOME CORP,CA3012831077,CANADA,SHS EXCHANGE INCOME ORD REG,EQUITY
0,EXEDY,JP3161160001,,,
0,,FR0004527638,,ORDINARY SHARE EUR 5(EX.FRF 30),
0,EXTENDICARE INCORPORATION,CA30224T8639,CANADA,SHS EXTENDICARE INC ORD REG,EQUITY
0,"EXELIXIS INC. DL-,01",US30161Q1040,United States,"Equity, ISIN US30161Q1040, WKN 936718, EX9",Equity
0,Exelon Corp.,US30161N1019,United States,"Equity, ISIN US30161N1019, WKN 852011, PEO",Equity
0,,LU0472835155,,FOREIGN ISSUE EQUITIES EUR,
0,EXETER RESOURCE CORP.,CA3018351047,Canada,"Equity, ISIN CA3018351047, WKN 893955, EXB",Equity
0,EXFO INC. SV,CA3020461073,Canada,"Equity, ISIN CA3020461073, WKN A1CS9D, EEZ",Equity
0,,US27829F1084,UNITED STATES OF AMERICA,SHS EATON VANCE TAX-MAN.GL.DIV.EQ.INC.FD,EQUITY
0,,US4642887297,UNITED STATES OF AMERICA,SHS ISHARES GLOBAL INDUSTRIALS ETF,EQUITY
0,"EXILLON ENERGY PLC LS-,01",IM00B58FMW76,Isle of Man,"Equity, ISIN IM00B58FMW76, WKN A0YG06, EXZ",Equity
0,,US3020811044,,COM,
0,,BE0003808251,,,
0,EXOBOX TECHS.CORP. DL-001,US30208Q1094,United States,"Equity, ISIN US30208Q1094, WKN A0KETB, XT7",Equity
0,,US3021041047,,COM,
0,,GB00BKY7HG11,GB,ORD GBP0.01,
0,,US30212P3038,,COM NEW,
0,Expeditors International of Washington Inc.,US3021301094,United States,"Equity, ISIN US3021301094, WKN 875272, EW1",Equity
0,"EXPERIAN PLC DL -,10",GB00B19NLV48,United Kingdom,"Equity, ISIN GB00B19NLV48, WKN A0KDZM, J2B",Equity
0,,US26969P1084,,COM,
0,EXPERT SYSTEMS HOLDINGS LIMITED,KYG3313K1040,Cayman Islands,,
0,"EXPLORATION DR.IN.DL-,001",US30216C1009,United States,"Equity, ISIN US30216C1009, WKN A0LCJB, I6N1",Equity
0,,US30214U1025,,COM,
0,,US30219G1085,,COM,
0,EXTENDICARE INCORPORATION,CA30224T8639,CANADA,SHS EXTENDICARE INC ORD REG,EQUITY
0,,US30225T1025,United States,Real Estate Investment Trusts (Reits),
0,ELIXIR PETROLEUM,AU000000EXR1,Australia,"Equity, ISIN AU000000EXR1, WKN A0B6YH, EZJ",Equity
0,"EXXARO RES LTD RC 0,01",ZAE000084992,South Africa,"Equity, ISIN ZAE000084992, WKN A0LETJ, LCQ",Equity
0,Exxon Mobil Corp.,US30231G1022,United States,"Equity, ISIN US30231G1022, WKN 852549, XONA",Equity
0,EZAKI GLICO COMPANY LIMITED,JP3161200005,JAPAN,SHS EZAKI GLICO CO.LTD,EQUITY
0,"EZCORP INC. A DL-,01",US3023011063,United States,"Equity, ISIN US3023011063, WKN 882641, EZ2A",Equity
0,"EZRA HOLDINGS LTD SD-,20",SG1O34912152,Singapore,"Equity, ISIN SG1O34912152, WKN 911517, 7EZ",Equity
0,F5 NETWORKS INC. O.N.,US3156161024,United States,"Equity, ISIN US3156161024, WKN 922977, FFV",Equity
0,,US3027711007,,COM,
0,,US0030131090,UNITED STATES OF AMERICA,SHS ABERDEEN COMMONWEALTH INCOME FUND,EQUITY
0,"FACTSET RESH SYS DL-,01",US3030751057,United States,"Equity, ISIN US3030751057, WKN 901629, FA1",Equity
0,ARSEUS N.V. NAM.,BE0003874915,Belgium,"Equity, ISIN BE0003874915, WKN A0M103, 4A5",Equity
0,ETFS COMMODITY SECURITIES,JE00B24DMK23,Jersey - JE,LONGER DATED AGRICULTURE,
0,"FAIR ISAAC CORP. DL-,01",US3032501047,United States,"Equity, ISIN US3032501047, WKN 873369, FRI",Equity
0,FAIRCHILD SEMICO. DL-01,US3037261035,United States,"Equity, ISIN US3037261035, WKN 924930, FCD",Equity
0,,CA30376T1093,CA,FAIRCOURT GOLD INCOME CORP CLASS A,
0,FAIRFAX FINL HLDGS SV,CA3039011026,Canada,"Equity, ISIN CA3039011026, WKN 899676, FFX",Equity
0,FAIRFAX MEDIA LTD.,AU000000FXJ5,Australia,"Equity, ISIN AU000000FXJ5, WKN 884229, FXH",Equity
0,,US3055603027,US,COM NEW,
0,FALK RENEWABLES SPA EO 1,IT0003198790,Italy,"Equity, ISIN IT0003198790, WKN 541859, AA4",Equity
0,,SG1Q49922319,SINGAPORE,SHS SEMBAWANG MUSIC HOLDINGS LTD,EQUITY
0,FALCON NATURAL GAS CORPORATION,US3060671092,UNITED STATES OF AMERICA,SHS FALCON NATURAL GAS CORP.,EQUITY
0,FALKEN INDUSTRIES LTD,US3061564072,FRANCE,SHS FALKEN INDUSTRIES ORD REG,EQUITY
0,"MACYS INC. DL-,01",US55616P1049,United States,"Equity, ISIN US55616P1049, WKN A0MS7Y, FDO",Equity
0,"FAMILY DOLLAR STS DL -,10",US3070001090,United States,"Equity, ISIN US3070001090, WKN 859612, FAY",Equity
0,FANCAMP EXPLORATION LTD,CA30710P1027,Canada,"Equity, ISIN CA30710P1027, WKN 157756, 3F9",Equity
0,FANCL CORPORATION,JP3802670004,JAPAN,SHS FANCL CORP.,EQUITY
0,N.A.,CNE000001CC6,China,"FANGDA CARBON NEW MATERIAL CO., LTD",
0,FED.NATL MTGE ASS.,US3135861090,United States,"Equity, ISIN US3135861090, WKN 856099, FNM",Equity
0,FANTASIA H.G.C.REGS HD-10,KYG3311L1041,Cayman Islands,"Equity, ISIN KYG3311L1041, WKN A0YDC6, FT7",Equity
0,FINATIS SA,FR0000035123,FRANCE,SHS FINATIS SA (EX:LOCA INVEST.),EQUITY
0,FANUC CORP.,JP3802400006,Japan,"Equity, ISIN JP3802400006, WKN 863731, FUC",Equity
0,,US30767X1072,US,COM,
0,,MXP3895X1023,MX,SHARES OF FINANCIAL GROUPS AND INDUSTRIAL- RETAIL,
0,FARMER BROS CO. DL 1,US3076751086,United States,"Equity, ISIN US3076751086, WKN 873769, FB1",Equity
0,,US30887A1025,US,CDT-SHS,
0,,US30916P1049,US,CMT-COM,
0,,US3096271073,,COM,
0,,US3116421021,,COM,
0,"FAROE PETROLEUM LS-,10",GB0033032904,United Kingdom,"Equity, ISIN GB0033032904, WKN 911639, GYJ",Equity
0,FASHION B AIR SA,FR0004034593,FRANCE,SHS FASHIONBEL AIR,EQUITY
0,FR HOLDINGS CO.LTD.,JP3802300008,Japan,"Equity, ISIN JP3802300008, WKN 891638, FR7",Equity
0,"FAST RETAILING CO., LTD.-DRS",US31188H2004,USA,,HDR
0,Fastenal Co.,US3119001044,United States,"Equity, ISIN US3119001044, WKN 887891, FAS",Equity
0,FATE THERAPEUTICS INC.,US31189P1021,UNITED STATES OF AMERICA,SHS FATE THERAPEUTICS ORD REG,EQUITY
0,,IE00B7452L46,Republic of Ireland,Structured Products,
0,,US3120591082,,CDT-COM,
0,FAWCAR,CNE000000R85,China,FAW CAR CO LTD,
0,SUNRISE,CNE0000009Z0,China,GUANGDONG SUNRISE HOLDINGS CO LTD,
0,FAIENCE SARREGUEMINES DIGOIN,FR0000031973,FRANCE,SHS FAIENCE SARREGUEMIN,EQUITY
0,,IT0000072170,ITALY,SHS FINECOBANK S.P.A ORD BR,EQUITY
0,,US30239F1066,,CL A,
0,F.C.C. CO. LTD,JP3166900005,Japan,"Equity, ISIN JP3166900005, WKN 930010, FCV",Equity
0,FedEx Corp.,US31428X1063,United States,"Equity, ISIN US31428X1063, WKN 912029, FDX",Equity
0,FEIYU TECHNOLOGY INTERNATIONAL CO LTD.,KYG337691037,Cayman Islands,,
0,"FELLOWS ENERGY DL-,001",US3143471056,United States,"Equity, ISIN US3143471056, WKN A0B809, FED",Equity
0,FERREXPO PLC,GB00B1XH2C03,United Kingdom,"Equity, ISIN GB00B1XH2C03, WKN A0MRG2, FEX",Equity
0,ELDERS LTD,AU000000ELD6,Australia,"Equity, ISIN AU000000ELD6, WKN A0RM27, FTZ",Equity
0,,JP3319700005,JAPAN,SHS SADAMTSU CO. LTD.,EQUITY
0,,US31573A1097,Brazil,Paper & Forest Products,
0,FAMOUS BRANDS LIMITED,ZAE000053328,SOUTH AFRICA,SHS FAMOUS BRANDS LTD,EQUITY
0,,GB0003322319,UNITED KINGDOM,SHS FIDELITY ASIAN VALUES PLC,EQUITY
0,Fastenal Co.,US3119001044,United States,"Equity, ISIN US3119001044, WKN 887891, FAS",Equity
0,,US25459Y6941,,DAILY FINL BULL 3X SHS NEW,
0,,US3160925018,US,MSCI FINLS INDEX ETF,
0,,US3160926008,US,MSCI HEALTH CARE INDEX ETF,
0,FIDELITY JAPANESE VALUES PLC,GB0003328555,UNITED KINGDOM,SHS FIDELITY JAP VALUE,EQUITY
0,,US31620M1062,,COM,
0,,US3165001070,,COM,
0,FED. SIGNAL CORP. DL 1,US3138551086,United States,"Equity, ISIN US3138551086, WKN 857967, FSG",Equity
0,,PLFSING00010,,,
0,,VGG3338A1075,VG,ORD NPV,
0,,US3165701000,,COM,
0,FIELDS CORPORATION,JP3802680003,JAPAN,SHS FIELDS CORPORATION,EQUITY
0,FIERA SCEPTRE INC (FORMERLY KNOWN AS SCEPTRE INV,CA31660A1030,CANADA,SHS FIERA SCEPTRE INC ORD REG,EQUITY
0,FIRST QUANTUM MINLS,CA3359341052,Canada,"Equity, ISIN CA3359341052, WKN 904604, IZ1",Equity
0,FIERA MILANO SPA,IT0003365613,ITALY,SHS FIERA MILANOSPA,EQUITY
0,,US4642861458,UNITED STATES OF AMERICA,SHS ETF ISHARES MSCI FRONTIER 100 FUND,EQUITY
0,,US31660B1017,,COM,
0,,US3167731005,US,COM,
0,FILTRONIC,GB0003362992,Great Britain - GB,GBP0.10,
0,,US3175854047,,COM,
0,,JP3166990006,JP,COM STK,
0,FINANCIAL STREET,CNE000000KT5,China,FINANCE STREET HOLDING CO LTD,
0,FINBAR GROUP LIMITED,AU000000FRI9,AUSTRALIA,SHS FINBAIR INTL LTD,EQUITY
0,"FAIR ISAAC CORP. DL-,01",US3032501047,United States,"Equity, ISIN US3032501047, WKN 873369, FRI",Equity
0,FINE SINTER,JP3577400009,,,
0,FINET GROUP LIMITED,BMG3445E1333,Bermuda,,ORD SH
0,,US31787A5074,,COM NEW,
0,,US3179231002,,CL A,
0,Altira Aktiengesellschaft,DE0001218063,Germany,"Equity, ISIN DE0001218063, WKN 121806, A7A",Equity
0,"FINNAIR OY EO-,85",FI0009003230,Finland,"Equity, ISIN FI0009003230, WKN 891823, FAI",Equity
0,FINNING INTL,CA3180714048,,,
0,FINSBURY FOOD GROUP,GB0009186429,Great Britain - GB,ORD GBP0.01,
0,,JP3328000009,UNKNOWN,SHS SANKYO SEIKO CO.LTD,EQUITY
0,,US3160928087,US,MSCI INFORMATION TECHNOLOGYINDEX ETF,
0,FIREMANS CONTRACTORS INC,US3181772019,UNITED STATES OF AMERICA,SHS FIREMANS CONTR INC ORD REG,EQUITY
0,"FIRST ACCEP. CORP. DL-,01",US3184571087,United States,"Equity, ISIN US3184571087, WKN A0CA8A, FXW",Equity
0,,US31848L1044,US,COM,
0,FIRST AMERN FIN. CORP.,US31847R1023,United States,"Equity, ISIN US31847R1023, WKN A1C0EH, Y1F",Equity
0,,JP3479400008,JP,COM STK,
0,,US3189391051,US,CDT-CAP STK,
0,,US31867T2024,US,COM NEW,
0,,PR3186727065,PR,COM NEW,
0,,US3189161033,US,COM,
0,FIRST BAUXITE CORP.,CA31932K1030,Canada,"Equity, ISIN CA31932K1030, WKN A0RDWS, FBI",Equity
0,,US3193901002,,COM,
0,,US31942S1042,,COM,
0,FOREIGN AND COLONIAL INVESTMENT TRUST,GB0003466074,UNITED KINGDOM,SHS FOREIGN + COLONIAL INVESTMENT TRUST,EQUITY
0,,US31983A1034,,COM,
0,FIRST CREDIT FINANCE GROUP LIMITED,BMG3467U1229,Bermuda,,
0,,US3202091092,,COM,
0,,US32022K1025,,COM,
0,,CA14007X1015,CA,CAPITAL DGMC INC COMMON,
0,"FIRST HORIZON NAT.DL-,625",US3205171057,United States,"Equity, ISIN US3205171057, WKN A0CAN7, FT2",Equity
0,,US32054K1034,United States,Real Estate Investment Trusts (Reits),
0,FIRST MAJESTIC SILVER,CA32076V1031,Canada,"Equity, ISIN CA32076V1031, WKN A0LHKJ, FMV",Equity
0,,US3205571017,,COM,
0,FRST INTERSTATE BANCSYS A,US32055Y2019,United States,"Equity, ISIN US32055Y2019, WKN A1CVGL, 4FB",Equity
0,FIRST INTERNATIONAL BANK OF ISRAEL LTD,IL0005930388,ISRAEL,SHS 1ST INTL BK ISRAEL ORD BR,EQUITY
0,FIRST MAJESTIC SILVER,CA32076V1031,Canada,"Equity, ISIN CA32076V1031, WKN A0LHKJ, FMV",Equity
0,,US3208171096,,COM,
0,,US3208671046,,COM,
0,FIRST NATIONAL BANK ALASKA,US32112J1060,UNITED STATES OF AMERICA,SHS FIRST NATIONAL BANK ALASKA,EQUITY
0,FABRINET,KYG3323L1005,Cayman Islands,"Equity, ISIN KYG3323L1005, WKN A0Q2S5, FAN",Equity
0,FIRST NIAG.FINL NEW DL-01,US33582V1089,United States,"Equity, ISIN US33582V1089, WKN 164606, FNA",Equity
0,1ST NILES FINANCIAL,US33582N1063,,,
0,,US3207341062,UNITED STATES OF AMERICA,SHS FIRST OF LONG ISLAND CORP ORD REG,EQUITY
0,,US33610F1093,United States,Real Estate Investment Trusts (Reits),
0,FIRST QUANTUM MINLS,CA3359341052,Canada,"Equity, ISIN CA3359341052, WKN 904604, IZ1",Equity
0,FST REP.BK S.FR.NEW DL-01,US33616C1009,United States,"Equity, ISIN US33616C1009, WKN A1C7VF, 81R",Equity
0,CANYON SERVICES GROUP INC,CA1388731046,Canada,"Equity, ISIN CA1388731046, WKN A0N96U, C5Y",Equity
0,FIRST SHIP LEASE TRUST,SG1U66934613,Singapore,"Equity, ISIN SG1U66934613, WKN A0MM8X, LJ9",Equity
0,"FIRST SOLAR INC. D -,001",US3364331070,United States,"Equity, ISIN US3364331070, WKN A0LEKM, F3A",Equity
0,ADELAIDE RESOURCES LTD,AU000000ADN0,AUSTRALIA,SHS ADELAIDE RESOURCES LTD,EQUITY
0,,CA0042721005,CA,ACADIAN TIMBER CORP COMMON,
0,"ABERDEEN ASSET MAN.LS-,10",GB0000031285,United Kingdom,"Equity, ISIN GB0000031285, WKN 899502, 324",Equity
0,,US3373191077,,COM SHS,
0,,FR0000054678,French Guamamiana,EUTR,
0,,PLEURCH00011,,,
0,,US33733A1025,UNITED STATES OF AMERICA,SHS FIRST TRUST ISE CHINDIA INDEX FD,EQUITY
0,,HK0656038673,,ORDINARY SHARES,
0,,US33734X1019,UNITED STATES OF AMERICA,SHS FIRST TRUST CONSUMER DISCRET.ALPHADEX,EQUITY
0,,US33734E1038,,COM SHS,
0,Fiserv Inc.,US3377381088,United States,"Equity, ISIN US3377381088, WKN 881793, FIV",Equity
0,,US33733G1094,,COM,
0,UBS AG JERSEY BRANCH,US9026417371,"JERSEY, C.I.",SHS UBS AG JE ORD REG,EQUITY
0,,US33741H1077,,COM,
0,"FIRSTENERGY DL-,01",US3379321074,United States,"Equity, ISIN US3379321074, WKN 910509, FE7",Equity
0,"FIRSTGRP PLC LS-,05",GB0003452173,United Kingdom,"Equity, ISIN GB0003452173, WKN 896516, FGR",Equity
0,FIRSTMERIT CORP.,US3379151026,United States,"Equity, ISIN US3379151026, WKN 923765, FE5",Equity
0,,US34988V1061,,COM,
0,,US33733U1088,,COM,
0,MyPhotoAlbum.com,US34969P1021,United States,"Equity, ISIN US34969P1021, WKN 919383, FCT",Equity
0,Fiserv Inc.,US3377381088,United States,"Equity, ISIN US3377381088, WKN 881793, FIV",Equity
0,FISSION URANIUM CORP,CA33812R1091,CANADA,SHS FISSION URANIUM ORD REG,EQUITY
0,,SG1D58018368,SG,ORDINARY SHARE,
0,,IE00B8X9NW27,Republic of Ireland,Structured Products,
0,FERREXPO PLC,GB00B1XH2C03,United Kingdom,"Equity, ISIN GB00B1XH2C03, WKN A0MRG2, FEX",Equity
0,,US3379307057,,COM PAR$.001,
0,"FIRSTRAND LTD RC-,01",ZAE000066304,South Africa,"Equity, ISIN ZAE000066304, WKN A0EACV, FSRA",Equity
0,FLAIR PETROLEUM CORP,US33848T1034,UNITED STATES OF AMERICA,SHS FLAIR PETROLIUM CORP,EQUITY
0,FLAME SEAL PRODUCTS INC,US3384871014,UNITED STATES OF AMERICA,SHS FLAME SEAL INC ORD REG,EQUITY
0,THE FLAMEMASTER CORPORATION,US3384902041,UNITED STATES OF AMERICA,SHS FLAMEMASTER CORP.,EQUITY
0,"FLAT GLASS GROUP CO., LTD.",CNE100002375,PRC,,
0,FLEET MANAGEMENT SOLUTIONS INC (FORMERLY KNOWN AS,US3390071062,UNITED STATES OF AMERICA,SHS FLEET MANAGEMENT SOLUTIONS ORD REG,EQUITY
0,FLIGHT CENTRE,AU000000FLT9,,,
